id	sent1	sent2	label
830	تشعر بالخوف من مشاهدة الأفلام السعيدة.	تشعر بالخوف من مشاهدة أفلام الرعب.	0
831	وجد ساعة مفقودة داخل خزانة ملابسه.	وجد ثلاجة مفقودة داخل خزانة ملابسه.	1
832	ذهب إلى المطعم للركض مع كلبه.	ذهب إلى الحديقة للركض مع كلبه.	0
833	تدل الشمس على الوقت في النهار.	يدل القمر على الوقت في النهار.	1
834	أجلس على كرسي بلاستيكي	أنا أركض على كرسي بلاستيكي	1
835	يقطر الطلاء على الحائط.	الطلاء على الحائط عائم.	1
836	طار الكلب داخل المنزل	ركض الكلب داخل المنزل	0
837	يأكل الناس الطعام بسبب الجوع	الطعام يأكل الناس بسبب الجوع	1
838	خلال فصل الشتاء اشعل الناس النار في المنزل	خلال فصل الصيف ، يشعل الناس النار في المنزل	1
839	يذهب بابلو إلى الرقص للقاء فتاة	يذهب بابلو إلى الرقص للقاء طائر	1
840	ناطحات السحاب كبيرة.	ناطحات السحاب باللون الوردي.	1
841	يسمى الرجال الذكور	يسمى الرجال الإناث	1
842	تحتوي لوحة المفاتيح على الكثير من المفاتيح	تحتوي لوحة المفاتيح على مفتاح فقط	1
843	عيد الفصح هو المكان الذي يظهر فيه أرنب عيد الفصح.	عبارة سانتا هي المكان الذي يظهر فيه أرنب عيد الفصح.	1
844	فازت بالميدالية الذهبية في المركز الأول في ماراثون	فازت بالميدالية الذهبية في المركز الأخير في ماراثون	1
845	استخدم شعلة له للتفكير في الحوادث المحتملة	استخدم دماغه للتفكير في الحوادث المحتملة	0
846	يتم وضع شطيرة في صندوق أدوات	يتم وضع مفك البراغي في صندوق الأدوات	0
847	شاهد الناس الأسد يمشي في حديقة الحيوانات	شاهد الناس الأسماك تمشي في حديقة الحيوانات	1
848	أكل شطيرة بولونيا.	أكل النعام كله.	1
849	صب الحليب في كوب الشاي	صب الكيروسين في فنجان الشاي	1
850	القرود تدخن	بيري يدخن.	0
851	وضع أغراض البقالة بعيدا في الخزانة.	وضع الآيس كريم بعيدا في الخزانة.	1
852	اشتريت أغراض من سوق المزارعين.	اشتريت الأسهم في سوق المزارعين.	1
853	أنت بحاجة إلى المال لدفع الفواتير	أنت بحاجة إلى فرن لدفع الفواتير	1
854	أمين الصندوق هو وظيفة شائعة لدى الناس.	الرئيس وظيفة مشتركة للناس.	1
855	ذهبت إلى الكنيسة من أجل ولادتها	ذهبت إلى الكنيسة لأدآء صلاتها	0
856	عيد ميلاد جولي في 28 فبراير.	عيد ميلاد جولي في 30 فبراير.	1
857	تعمل أجهزة الكمبيوتر على المطاحن.	تعمل أجهزة الكمبيوتر على البطاريات	0
858	تفتح بعض الأبواب عن طريق إدارة المقبض والسحب.	تفتح جميع الأبواب بسحبها لأسفل ودفعها إلى الأرض.	1
859	تساعدك قراءة الكتب على أن تصبح أكثر ذكاءً	تساعدك قراءة صحف التابلويد على أن تصبح أكثر ذكاءً	1
860	وضع البيض في الثلاجة	وضع سيارة في الثلاجة	1
861	الحالة: أجلس على موقد	الحالة: أجلس على كرسي	0
862	بالأمس تحدث جاري معي.	أمس تحدثت مائدتي لي.	1
863	كانت هناك شاحنة تتحرك في البحر.	كانت هناك سفينة تبحر في البحر.	0
864	أنت تأكل بعينيك	أنت تأكل بأسنانك	0
865	الجري هو شكل سهل من التمارين.	البكاء هو شكل سهل من التمارين.	1
866	لشجرة البلوط خياشيم للتنفس تحت الماء.	سمكة لديها خياشيم للتنفس تحت الماء.	0
867	وصل إلى المطعم للحاق بالطائرة	وصل إلى المطار للحاق بالطائرة	0
868	أخذته سيارة إسعاف على الفور إلى المقهى.	تم نقله على الفور إلى المستشفى بسيارة إسعاف.	0
869	الأزرق هو لون السماء.	الأزرق هو لون الشمس.	1
870	وضع الحجارة داخل الغسالة	ضع الملابس داخل الغسالة	0
871	تسابق النعام عبر الطريق إلى الحقل	طار النعامة إلى القمر والعودة	1
872	غالبًا ما تعيش الأرانب في الشقق	غالبًا ما يعيش الناس في شقق	0
873	قرأ فرانك ثلاثين كتابًا هذا العام.	يقرأ فرانك كل كتاب في سنة واحدة.	1
874	أكلت نملة البيتزا الخاصة بي.	ديف أكل بيتزا الخاص به.	0
875	ذهب الأطفال إلى حديقة الحيوانات لرؤية الحيوانات	ذهب الأطفال إلى حديقة الحيوانات لتناول الطعام	1
876	أفضل طريقة لصنع الدجاج المشوي هي مع الموز الأقدم.	أفضل طريقة لصنع خبز الموز هي استخدام الموز الأكبر حجما.	0
877	كيتي مزيفة	كيتي صغيرة	0
878	نحن بحاجة إلى السيارات لتكون على قيد الحياة	نحتاج إلى الماء لكي نكون على قيد الحياة	0
879	أكل الدب القمامة	أكل صندوق القمامة الدب	1
880	حمامات السباحة مليئة بالمياه	حمامات السباحة مليئة بالحمض	1
881	صديقي أكشايا يأكل كيت كات يوميًا.	صديقي أكشايا يأكل طباشير يوميا.	1
882	أكلوا سيجارة بعد الظهر	أكلوا لحم الخنزير في فترة ما بعد الظهر	0
883	رائحة المياه الجديدة سيئة	شقتك الجديدة تنبعث منها رائحة كريهة	0
884	ذهب أخي إلى الهاتف المحمول	ذهب أخي إلى الشاطئ	0
885	يمكن أن ينمو المال في الحديقة	يمكن أن تنمو الزهور في الحديقة	0
886	أتحدث فقط مع والدتي من قدمي	أتحدث فقط مع أمي عن طريق فمي	0
887	كتب على جهاز الكمبيوتر الخاص به باستخدام البيانو	كتب على جهاز الكمبيوتر الخاص به باستخدام لوحة المفاتيح	0
888	سمع الموسيقى في زجاج التبريد الخاص به	سمع الموسيقى في مشغل الموسيقى المحمول الخاص به	0
889	سيارتي دائرية	المشتري كوكب	0
890	كان عليه أن يرسل إلى حديقة بعد أن قابل حادثا.	كان يرسل إلى مستشفى بعد أن قابل حادثا.	0
891	هناك 50 ولاية في الولايات المتحدة.	هناك 50 مدينة في الولايات المتحدة الأمريكية.	1
892	سأستخدم الفريزر لتسخين طعامي.	سأستخدم الميكروويف لتسخين طعامي.	0
893	ذهبت لشراء مستحضرات التجميل في مركز التسوق.	ذهبت لشراء مستحضرات التجميل في قاعة الصلاة.	1
894	فتحت الباب بفرشاة أسنانها	فتحت الباب بمفتاحها	0
895	يمكن للأطفال اللعب على الطريق السريع	يمكن للأطفال اللعب في الفناء	0
896	يمكنك العثور على أسد في المحيط	يمكنك العثور على حوت في المحيط	0
897	أخي يشتري بلاستيك	أخي يأكل البلاستيك	1
898	غمس رقائقه في الرمل.	غمس رقائقه في الصلصا.	0
899	جفف ملابسه في ضوء الشمس	جفف ملابسه في ضوء القمر	1
900	عادة ما يتبرع الناس بالحجارة في عيد الميلاد	عادة ما يتبرع الناس بالهدايا في عيد الميلاد	0
901	ذهبت للسباحة في البحيرة.	ذهبت للسباحة في الذرة.	1
902	رأوا الفيلم في التلفزيون	رأوا الفيلم في طباخ	1
903	يجب أن تحصل على تنظير القولون للتحقق من سرطان القولون.	يجب عليك الحصول على سيارة لفحص سرطان القولون.	1
904	أخي يشتري سيارة اليوم	أخي يشتري السماء اليوم	1
905	الحبار حيوانات برية	الحبار مخلوقات مائية	0
906	لعب الاطفال في الثلاجة	لعب الاطفال في الحديقة	0
